name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F070W	f_F090W	f_F115W	f_F150W	f_F200W	f_F277W	f_F300M	f_F356W	f_F410M	f_F444W	f_F480M
spectra_logzz_2.0_teff_1100.0_grav_1780.0_mh_-0.5_co_1.0.nc	5.250420002308894	1100.0	-0.5	1.0	2.0	chemeq	1.9397560342780183e-09	T5	4.28381296183809e+19	2.302216832947151e+22	1.056932913188907e+23	6.316528835077558e+22	3.337982853236846e+22	2.802160987019352e+22	4.183307633831806e+22	7.155743006628413e+22	2.08134631444931e+23	1.704353532428639e+23	1.3180770543571974e+23
spectra_logzz_4.0_teff_1100.0_grav_3160.0_mh_-0.5_co_1.0.nc	5.4996870826184034	1100.0	-0.5	1.0	4.0	chemeq	1.7273209180306988e-09	T5	3.598664801589548e+19	2.2173261787132584e+22	1.033984424906247e+23	6.471065869630598e+22	3.0975910416728875e+22	2.7916349457833237e+22	4.232603609551212e+22	7.890632958568577e+22	2.18652972462625e+23	1.6627056071654242e+23	1.159777707126973e+23
spectra_logzz_8.0_teff_1000.0_grav_31.0_mh_-0.5_co_0.5.nc	3.4913616938342726	1000.0	-0.5	0.5	8.0	chemeq	3.21452099445423e-09	T6	9.583881245960219e+18	9.829355675703786e+21	6.467549136083659e+22	4.048795198858084e+22	2.2267815709613855e+22	1.9218377156229014e+22	3.1994897376021846e+22	9.793722890431762e+22	1.8986004521477375e+23	1.1485354440582033e+23	4.96613983180716e+22
spectra_logzz_8.0_teff_1100.0_grav_56.0_mh_-0.5_co_1.0.nc	3.7481880270062002	1100.0	-0.5	1.0	8.0	chemeq	3.158546689305013e-09	T5	2.7089425435678917e+19	1.9381692998269954e+22	1.0596839189123147e+23	6.652717601959119e+22	3.842666556972551e+22	3.1522907095486714e+22	4.717580199397499e+22	9.774974087461867e+22	2.178955280733424e+23	1.3231948005754348e+23	5.685492479469665e+22
spectra_logzz_4.0_teff_1200.0_grav_100.0_mh_-0.5_co_1.0.nc	4.0	1200.0	-0.5	1.0	4.0	chemeq	3.0743146206945825e-09	T3	1.1546827573885518e+20	3.520152703168465e+22	1.6253880135017347e+23	9.883750386784275e+22	6.7213910904135525e+22	4.759394206604996e+22	6.34714044435286e+22	8.000600229411322e+22	2.27003833317072e+23	1.651466368502108e+23	1.0846249356847361e+23
spectra_logzz_9.0_teff_1200.0_grav_562.0_mh_-0.5_co_1.5.nc	4.749736315569061	1200.0	-0.5	1.5	9.0	chemeq	2.4043827137117854e-09	T3	6.247595326452561e+19	3.289414216253655e+22	1.4804128387992471e+23	1.0311523217718978e+23	4.797619753144895e+22	4.097471406328827e+22	5.9368308544976514e+22	1.0884470941602125e+23	2.6157636578268002e+23	1.56799947849203e+23	6.238042520846736e+22
spectra_logzz_7.0_teff_1000.0_grav_3160.0_mh_-0.5_co_1.5.nc	5.4996870826184034	1000.0	-0.5	1.5	7.0	chemeq	1.7145469243989092e-09	T6	1.7936535761796741e+19	1.421339244294067e+22	7.197245055657695e+22	4.3662907517442246e+22	1.9513119655680746e+22	1.944284959375982e+22	3.093090634269881e+22	5.59807439539578e+22	1.7611445483972092e+23	1.2402722183391651e+23	7.248735921085672e+22
spectra_logzz_8.0_teff_1000.0_grav_100.0_mh_-0.5_co_1.0.nc	4.0	1000.0	-0.5	1.0	8.0	chemeq	2.9502593699499068e-09	T6	1.3093534262238642e+19	1.3585725167242702e+22	7.809909167103858e+22	4.177252408774863e+22	2.048038842076089e+22	1.8764717515149127e+22	3.015977348876729e+22	6.380135098119677e+22	1.70827889606341e+23	1.0429322524058286e+23	4.205630180393857e+22
spectra_logzz_4.0_teff_1200.0_grav_1780.0_mh_-0.5_co_1.0.nc	5.250420002308894	1200.0	-0.5	1.0	4.0	chemeq	1.9600556108670685e-09	T3	9.817234159073555e+19	3.420423189377573e+22	1.4807401978305206e+23	9.545703882806979e+22	5.524739870764434e+22	4.2719229335634964e+22	5.9940440085878765e+22	9.504990731578219e+22	2.5602427866145233e+23	1.883775837351039e+23	1.258436181398692e+23
spectra_logzz_4.0_teff_1100.0_grav_562.0_mh_-0.5_co_2.5.nc	4.749736315569061	1100.0	-0.5	2.5	4.0	chemeq	2.370550796343828e-09	T5	8.427794675518454e+19	2.5141809001847104e+22	1.020323041404784e+23	6.8075937561790734e+22	4.807775788578609e+22	3.84694676206499e+22	5.333507642921015e+22	4.786459674423253e+22	1.7401864262813877e+23	1.349376496934884e+23	9.355161642852514e+22
spectra_logzz_2.0_teff_1200.0_grav_3160.0_mh_-0.5_co_1.0.nc	5.4996870826184034	1200.0	-0.5	1.0	2.0	chemeq	1.7417053656032056e-09	T3	8.789201198034662e+19	3.3910394273262704e+22	1.4251015241949828e+23	9.396994964851257e+22	5.122459221469349e+22	4.155267667816007e+22	5.882851617540565e+22	9.680604675998209e+22	2.575792586625685e+23	2.0771250194913747e+23	1.5832756264885807e+23
spectra_logzz_9.0_teff_1000.0_grav_316.0_mh_-0.5_co_1.0.nc	4.4996870826184034	1000.0	-0.5	1.0	9.0	chemeq	2.5532936342146236e-09	T6	1.3137595748666554e+19	1.4035697601910852e+22	7.524171916276026e+22	4.141485694899802e+22	1.7353928114451373e+22	1.6494647139648062e+22	2.753992029610739e+22	7.092780580301066e+22	1.789386776349799e+23	1.0597084355909849e+23	3.837829466412652e+22
spectra_logzz_4.0_teff_1100.0_grav_56.0_mh_-0.5_co_2.5.nc	3.7481880270062002	1100.0	-0.5	2.5	4.0	chemeq	3.158546689305013e-09	T5	8.556527637813572e+19	2.4204845771923716e+22	1.0077311717114866e+23	7.163811336272434e+22	6.194920426763089e+22	5.209259285502951e+22	6.883926017814119e+22	4.066760102899148e+22	1.5220463927104062e+23	1.2248337459751422e+23	8.962546347233449e+22
spectra_logzz_9.0_teff_1100.0_grav_56.0_mh_-0.5_co_0.5.nc	3.7481880270062002	1100.0	-0.5	0.5	9.0	chemeq	3.158546689305013e-09	T5	2.627242956566648e+19	1.6569492756102308e+22	9.236555062243777e+22	6.271436154117888e+22	3.5826153478439372e+22	2.7729710204815147e+22	4.592707323477021e+22	1.62724794668025e+23	2.4343838669570212e+23	1.4439191103148962e+23	6.243254550981668e+22
spectra_logzz_4.0_teff_1000.0_grav_100.0_mh_-0.5_co_2.5.nc	4.0	1000.0	-0.5	2.5	4.0	chemeq	2.9502593699499068e-09	T6	4.485762109045462e+19	1.7154560308862178e+22	7.2559787956349964e+22	4.476514930008655e+22	3.537243014874559e+22	2.9024696797894866e+22	4.1715963844290635e+22	2.91234199630938e+22	1.2384808660172214e+23	9.903860974302064e+22	6.984203534582492e+22
spectra_logzz_8.0_teff_1100.0_grav_562.0_mh_-0.5_co_1.0.nc	4.749736315569061	1100.0	-0.5	1.0	8.0	chemeq	2.370550796343828e-09	T5	3.0483075262414463e+19	2.255122589148918e+22	1.0791956111404252e+23	6.4885185646251085e+22	2.8975996780623063e+22	2.5134807952350773e+22	3.906654505962392e+22	8.547811589069146e+22	2.1638535872677192e+23	1.3343990762883969e+23	5.7581462777510425e+22
spectra_logzz_9.0_teff_1000.0_grav_31.0_mh_-0.5_co_1.0.nc	3.4913616938342726	1000.0	-0.5	1.0	9.0	chemeq	3.21452099445423e-09	T6	8.964371906372634e+18	1.052506587089457e+22	6.893356365564142e+22	4.069125033139899e+22	2.2051417709745577e+22	2.02170898623526e+22	3.27918124647078e+22	8.269025337330418e+22	1.7790728618946007e+23	1.0436653932686394e+23	3.945842000468429e+22
spectra_logzz_2.0_teff_1100.0_grav_31.0_mh_-0.5_co_1.5.nc	3.4913616938342726	1100.0	-0.5	1.5	2.0	chemeq	3.2938054389521758e-09	T5	7.401427784413384e+19	1.9441319214122646e+22	1.057256954393937e+23	6.227456016869977e+22	5.832917971173009e+22	4.299914961668019e+22	5.755756828863268e+22	4.6055196312730104e+22	1.628734154675785e+23	1.3618140569701087e+23	1.0943128360666804e+23
spectra_logzz_7.0_teff_1100.0_grav_17.0_mh_-0.5_co_0.5.nc	3.230448921378274	1100.0	-0.5	0.5	7.0	chemeq	3.5115377650712057e-09	T5	3.4904303398210757e+19	1.470424924399563e+22	8.584624812918366e+22	6.176700391423751e+22	4.481280854235371e+22	3.202764697470503e+22	4.839736133277128e+22	1.2938670287396468e+23	2.3381584916354586e+23	1.4636023199741047e+23	7.328206403207927e+22
spectra_logzz_8.0_teff_1200.0_grav_100.0_mh_-0.5_co_2.5.nc	4.0	1200.0	-0.5	2.5	8.0	chemeq	3.0743146206945825e-09	T3	8.091469895813107e+19	3.3931087059853683e+22	1.460519087731363e+23	1.1341682175033744e+23	7.733837377638271e+22	7.494074599141978e+22	9.404092914170908e+22	6.281828641339204e+22	1.9809649392806043e+23	1.3994847154254214e+23	8.315726117492044e+22
spectra_logzz_2.0_teff_1100.0_grav_31.0_mh_-0.5_co_0.5.nc	3.4913616938342726	1100.0	-0.5	0.5	2.0	chemeq	3.2938054389521758e-09	T5	5.2218218130356986e+19	1.8649524698208658e+22	1.017451086778878e+23	6.196576610299009e+22	4.859601692672644e+22	3.31806361633e+22	4.624487486454794e+22	6.791071785513246e+22	1.9608101872484108e+23	1.5470006424257453e+23	1.1773745884558526e+23
spectra_logzz_7.0_teff_1100.0_grav_17.0_mh_-0.5_co_1.5.nc	3.230448921378274	1100.0	-0.5	1.5	7.0	chemeq	3.5115377650712057e-09	T5	3.2677519904006996e+19	1.901317777629683e+22	1.0976994361105525e+23	6.672964155645232e+22	4.603444472463154e+22	3.93676530938602e+22	5.4913955447759025e+22	5.757092178072803e+22	1.7140317437094867e+23	1.1474942834439887e+23	6.138715586297491e+22
spectra_logzz_9.0_teff_1100.0_grav_56.0_mh_-0.5_co_1.5.nc	3.7481880270062002	1100.0	-0.5	1.5	9.0	chemeq	3.158546689305013e-09	T5	2.2848323176916767e+19	2.002026517428593e+22	1.102816677912827e+23	6.746644896033189e+22	3.72005115944077e+22	3.3268891789982165e+22	4.880681173989428e+22	8.321811701837825e+22	2.02048823250004e+23	1.2161935662621817e+23	4.961780581799213e+22
spectra_logzz_2.0_teff_1000.0_grav_56.0_mh_-0.5_co_1.0.nc	3.7481880270062002	1000.0	-0.5	1.0	2.0	chemeq	3.088574327539716e-09	T6	2.53003670629141e+19	1.6943798778659407e+22	8.721097002971365e+22	3.780840475275381e+22	2.299787141405501e+22	1.7095684446112318e+22	2.6428858365038507e+22	3.0072051083930168e+22	1.2021598839812481e+23	1.0682135111125254e+23	9.086060168395772e+22
spectra_logzz_2.0_teff_1200.0_grav_100.0_mh_-0.5_co_2.5.nc	4.0	1200.0	-0.5	2.5	2.0	chemeq	3.0743146206945825e-09	T3	1.7804814459803297e+20	3.450793846888656e+22	1.4251586841605521e+23	1.0846354830085142e+23	9.304420435252901e+22	7.25479992616334e+22	9.100090710663543e+22	5.793970979017092e+22	1.948445386788066e+23	1.658913884410053e+23	1.3601480262844098e+23
