name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F062	f_F087	f_F106	f_F129	f_F158	f_F184	f_F146	f_F213
spectra_logzz_8.0_teff_1300.0_grav_31.0_mh_-1.0_co_1.0.nc	3.4913616938342726	1300.0	-1.0	1.0	8.0	chemeq	3.470632886721745e-09	L8	-26.056415707699195	-31.284755604638043	-32.677602464142645	-33.202051134121135	-32.96369780567636	-32.449283832285396	-32.72898854383178	-32.29634183914422
spectra_logzz_9.0_teff_1300.0_grav_316.0_mh_-1.0_co_0.5.nc	4.4996870826184034	1300.0	-1.0	0.5	9.0	chemeq	2.6796059041827777e-09	L8	-26.17592427361539	-31.524718916210613	-32.73492735543724	-33.16711318114672	-32.87936355652591	-32.18876221038736	-32.68242239453097	-32.00841878940445
spectra_logzz_7.0_teff_1500.0_grav_3160.0_mh_-1.0_co_2.5.nc	5.4996870826184034	1500.0	-1.0	2.5	7.0	chemeq	1.794494118989905e-09	L6	-27.637273007669542	-32.09878454397162	-33.244771744892745	-33.72367057794075	-33.583118831032564	-32.947481279113624	-33.27411202934259	-32.755923697190404
spectra_logzz_8.0_teff_1500.0_grav_100.0_mh_-1.0_co_2.5.nc	4.0	1500.0	-1.0	2.5	8.0	chemeq	3.272803011120259e-09	L6	-27.271686312192763	-32.17871315167433	-33.437995229692895	-34.01584667937516	-33.75436488309278	-33.1675294492334	-33.49485387798016	-32.95896373126811
spectra_logzz_4.0_teff_1400.0_grav_562.0_mh_-1.0_co_1.0.nc	4.749736315569061	1400.0	-1.0	1.0	4.0	chemeq	2.4743030517003456e-09	L7	-27.090879262233905	-31.879168710814007	-33.045774709832294	-33.51353541386803	-33.27007030907678	-32.66128169260183	-33.041970775288604	-32.533071530060326
spectra_logzz_9.0_teff_1400.0_grav_100.0_mh_-1.0_co_1.5.nc	4.0	1400.0	-1.0	1.5	9.0	chemeq	3.2051365138172974e-09	L7	-26.74918877828076	-31.763970048821953	-33.083002609467016	-33.619844220253924	-33.36177114635671	-32.78375212985344	-33.116685197450366	-32.56416730020512
spectra_logzz_7.0_teff_1300.0_grav_3160.0_mh_-1.0_co_1.5.nc	5.4996870826184034	1300.0	-1.0	1.5	7.0	chemeq	1.7573192515401264e-09	L8	-26.10154179815197	-31.477019336532898	-32.690384150433864	-33.04121361481574	-32.80530113728475	-32.04150714465904	-32.585476609465445	-31.83681304557733
spectra_logzz_2.0_teff_1300.0_grav_56.0_mh_-1.0_co_1.5.nc	3.7481880270062002	1300.0	-1.0	1.5	2.0	chemeq	3.3098126708935547e-09	L8	-26.416026079099666	-31.480942785569223	-32.78611072201223	-33.28459066911383	-32.87259174603794	-32.42945867609754	-32.77522958349089	-32.43912721118648
spectra_logzz_9.0_teff_1400.0_grav_3160.0_mh_-1.0_co_1.0.nc	5.4996870826184034	1400.0	-1.0	1.0	9.0	chemeq	1.776649467948456e-09	L7	-26.761295075462083	-31.793193787372175	-32.98182547794686	-33.374954853623876	-33.19637353464306	-32.45345346587254	-32.921948800840404	-32.24266090440129
spectra_logzz_9.0_teff_1500.0_grav_316.0_mh_-1.0_co_2.5.nc	4.4996870826184034	1500.0	-1.0	2.5	9.0	chemeq	2.760806481860966e-09	L6	-27.48203271277895	-32.22056228315434	-33.44301899966214	-34.02670459221599	-33.745920914738406	-33.10727786576924	-33.48626121900074	-32.85286230264391
spectra_logzz_9.0_teff_1300.0_grav_31.0_mh_-1.0_co_0.5.nc	3.4913616938342726	1300.0	-1.0	0.5	9.0	chemeq	3.470632886721745e-09	L8	-26.121974306591774	-31.225484214269475	-32.58810740210474	-33.09744902181504	-32.9377284168945	-32.43064041661624	-32.66291363466007	-32.34617947436149
spectra_logzz_2.0_teff_1300.0_grav_100.0_mh_-1.0_co_1.5.nc	4.0	1300.0	-1.0	1.5	2.0	chemeq	3.1397255659430375e-09	L8	-26.472158827804357	-31.559299356329248	-32.80645398169286	-33.28775537505498	-32.868531941878345	-32.37795630868658	-32.77406649745518	-32.38396706159976
spectra_logzz_4.0_teff_1300.0_grav_31.0_mh_-1.0_co_2.5.nc	3.4913616938342726	1300.0	-1.0	2.5	4.0	chemeq	3.470632886721745e-09	L8	-26.409175786248852	-31.46259639277109	-32.74980911237435	-33.246015285079594	-32.92510989351215	-32.50315412311981	-32.78349757838815	-32.543146364951774
spectra_logzz_8.0_teff_1400.0_grav_316.0_mh_-1.0_co_1.5.nc	4.4996870826184034	1400.0	-1.0	1.5	8.0	chemeq	2.720206204837998e-09	L7	-27.031337095071166	-31.93002889231693	-33.14791711049932	-33.64455881916685	-33.32834068761608	-32.70193446381916	-33.12762476545849	-32.50604848828634
spectra_logzz_2.0_teff_1500.0_grav_17.0_mh_-1.0_co_1.0.nc	3.230448921378274	1500.0	-1.0	1.0	2.0	chemeq	3.92258648322184e-09	L6	-27.549241934289046	-31.806256735774717	-33.22774705693928	-33.761533053931544	-33.61704623544872	-33.34517123831758	-33.35123508589785	-33.280301534136704
spectra_logzz_9.0_teff_1400.0_grav_17.0_mh_-1.0_co_1.5.nc	3.230448921378274	1400.0	-1.0	1.5	9.0	chemeq	3.8164384138006714e-09	L7	-26.55672335416578	-31.500101273163843	-32.99227886456893	-33.56423850207669	-33.35933948670185	-32.921934433656915	-33.09154705674483	-32.74248474486697
spectra_logzz_8.0_teff_1300.0_grav_3160.0_mh_-1.0_co_1.0.nc	5.4996870826184034	1300.0	-1.0	1.0	8.0	chemeq	1.7573192515401264e-09	L8	-25.99181460285913	-31.454799504439734	-32.682622062860425	-33.034816848422466	-32.79453764570082	-32.001793012023256	-32.57219917897366	-31.779854483505144
spectra_logzz_9.0_teff_1500.0_grav_562.0_mh_-1.0_co_1.5.nc	4.749736315569061	1500.0	-1.0	1.5	9.0	chemeq	2.510391312803249e-09	L6	-27.523527919771325	-32.15338935784351	-33.36712506002651	-33.92429708197344	-33.69007601716409	-33.066551821021456	-33.415349554468825	-32.85094183246199
spectra_logzz_2.0_teff_1400.0_grav_316.0_mh_-1.0_co_0.5.nc	4.4996870826184034	1400.0	-1.0	0.5	2.0	chemeq	2.720206204837998e-09	L7	-27.233912097081294	-31.943244334716855	-33.12852672884069	-33.60296178508115	-33.286445713294995	-32.713383587102925	-33.1023537849766	-32.60078635879969
spectra_logzz_8.0_teff_1300.0_grav_100.0_mh_-1.0_co_0.5.nc	4.0	1300.0	-1.0	0.5	8.0	chemeq	3.1397255659430375e-09	L8	-26.230546585188485	-31.442530169066522	-32.70468727314021	-33.18808568694082	-32.931841369806925	-32.32679800935702	-32.71125326351283	-32.193323733238515
spectra_logzz_4.0_teff_1500.0_grav_100.0_mh_-1.0_co_1.0.nc	4.0	1500.0	-1.0	1.0	4.0	chemeq	3.272803011120259e-09	L6	-27.721467857034458	-32.158271623053786	-33.42641844036898	-33.92752305038454	-33.6744767879378	-33.251744837666195	-33.455009106443335	-33.15366334742771
spectra_logzz_7.0_teff_1400.0_grav_56.0_mh_-1.0_co_1.5.nc	3.7481880270062002	1400.0	-1.0	1.5	7.0	chemeq	3.3911105038221514e-09	L7	-26.83103448876888	-31.770113245245895	-33.12447037583209	-33.65450782018469	-33.34992240965498	-32.834118693848794	-33.147605985919924	-32.66472779449283
spectra_logzz_8.0_teff_1400.0_grav_562.0_mh_-1.0_co_2.5.nc	4.749736315569061	1400.0	-1.0	2.5	8.0	chemeq	2.4743030517003456e-09	L7	-26.899072997424312	-31.825813636186528	-33.01612756410327	-33.51014961342293	-33.30463849686419	-32.67161260052319	-33.03968589839626	-32.4652212414304
spectra_logzz_9.0_teff_1800.0_grav_178.0_mh_-1.0_co_1.0.nc	4.250420002308894	1800.0	-1.0	1.0	9.0	chemeq	3.198345195163997e-09	L3	-28.937109617027847	-32.85439954669873	-34.11609862364931	-34.65236374910081	-34.40954284308324	-34.03226347074237	-34.16666418318058	-33.97475585512929
spectra_logzz_8.0_teff_1700.0_grav_178.0_mh_-1.0_co_1.0.nc	4.250420002308894	1700.0	-1.0	1.0	8.0	chemeq	3.1329354702587715e-09	L4	-28.656284997529255	-32.71273410018931	-33.92018634255756	-34.42490663410714	-34.27121058778365	-33.861107766519574	-33.98068967881351	-33.79290849951432
spectra_logzz_2.0_teff_1800.0_grav_1000.0_mh_-1.0_co_1.0.nc	5.0	1800.0	-1.0	1.0	2.0	chemeq	2.363816380434928e-09	L3	-29.408632254632845	-33.17245319310143	-34.24298536928465	-34.76307131966021	-34.56780333996513	-34.10426326321725	-34.2862189649193	-33.986158575885774
