name	logg	Teff	mh	cto	logkzz	PH3	Radius_pc	SpT	f_F098M	f_F105W	f_F110W	f_F125W	f_F140W	f_F160W	f_F300X	f_F350LP	f_F435W	f_F475W	f_F475X	f_F555W	f_F600LP	f_F606W	f_F625W	f_F775W	f_F814W	f_F850LP
spectra_logzz_9.0_teff_300.0_grav_1780.0_mh_0.0_co_0.5.nc	5.250420002308894	300.0	0.0	0.5	9.0	chemeq	1.786382300597677e-09	Y2	2.058455765822742e+19	1.3015581941643102e+19	1.3275236220546419e+19	1.0113985380654158e+19	1.5078879130861494e+19	2.0012255471961825e+19	nan	1.738755777437695e+18	nan	nan	2.7609778947765436e+16	3058780547458319.5	3.1407250397273375e+18	1.6870033980395942e+17	1.7148912128238054e+17	1.7589024750529147e+18	4.769933450943388e+18	1.4354122114734037e+19
spectra_logzz_8.0_teff_275.0_grav_56.0_mh_0.0_co_2.5.nc	3.7481880270062002	275.0	0.0	2.5	8.0	chemeq	2.5738817756807663e-09	Y2	1.9289425146426156e+18	1.635337797551058e+18	2.9442227383648855e+18	3.4998645046622935e+18	4.671128957206538e+18	3.372697702521498e+18	nan	1.1867696154465734e+17	nan	nan	5253909105814479.0	547647675070473.2	2.1302627409467357e+17	3.2458559387216216e+16	3.337020029532547e+16	3.233564748484342e+17	3.657246023367348e+17	6.676021113217475e+17
spectra_logzz_8.0_teff_300.0_grav_17.0_mh_0.0_co_1.5.nc	3.230448921378274	300.0	0.0	1.5	8.0	chemeq	2.722926711101284e-09	Y2	4.1646282968115707e+18	3.546534489466772e+18	6.479667428152616e+18	7.760999539368017e+18	9.935636686716555e+18	6.648557115555754e+18	nan	1.2429990507097422e+17	nan	nan	2796676570812133.5	290816428484841.25	2.238779679672937e+17	1.932593124541963e+16	1.9488256796050256e+16	2.6898887096035968e+17	3.5452207949008346e+17	9.49338362274491e+17
spectra_logzz_2.0_teff_275.0_grav_31.0_mh_0.0_co_1.0.nc	3.4913616938342726	275.0	0.0	1.0	2.0	chemeq	2.613137785770313e-09	Y2	3.3673253230191974e+17	2.9432844067602886e+17	5.23742001326918e+17	6.174129335144652e+17	8.261853769370326e+17	7.321635425589482e+17	nan	6.117018120020573e+16	nan	nan	2850951409139870.5	282715387615743.56	1.0963915050114894e+17	1.738494110050963e+16	1.8287036553378876e+16	1.5943105991066307e+17	2.0086489891371552e+17	3.271928551240592e+17
spectra_logzz_2.0_teff_275.0_grav_1780.0_mh_0.0_co_1.5.nc	5.250420002308894	275.0	0.0	1.5	2.0	chemeq	1.7796156779131804e-09	Y2	6.592430980397712e+18	4.089606856934291e+18	4.2260996036635965e+18	3.2359151273531356e+18	5.739974309075395e+18	7.220523452736093e+18	nan	7.625241529963332e+17	nan	nan	2.3844817491740616e+16	2996946994498340.5	1.3735790341354373e+18	1.3326684940141846e+17	1.363940162511525e+17	1.1833452331513047e+18	2.2211839009402719e+18	5.410996145197992e+18
spectra_logzz_4.0_teff_300.0_grav_1000.0_mh_0.0_co_1.5.nc	5.0	300.0	0.0	1.5	4.0	chemeq	1.9578173284523617e-09	Y2	1.4399963895266666e+19	9.923120445004466e+18	1.2515630986830033e+19	1.1927613778944918e+19	1.7239829060458134e+19	1.702098991755397e+19	nan	1.050495677614379e+18	nan	nan	1.944648245093529e+16	2420102564565644.0	1.8959887430232102e+18	1.1781382443572994e+17	1.198245117256687e+17	1.3456522131559642e+18	2.951370653673473e+18	8.390195084862534e+18
spectra_logzz_9.0_teff_325.0_grav_316.0_mh_0.0_co_1.0.nc	4.4996870826184034	325.0	0.0	1.0	9.0	chemeq	2.2961577651344503e-09	Y2	3.736101368110413e+19	2.8137386102617027e+19	4.176187102603083e+19	4.50396713275503e+19	5.7604653568083075e+19	4.605119087337152e+19	nan	1.571951009661375e+18	nan	nan	1.6943616379294168e+16	1702569341075142.5	2.843028327911565e+18	1.1043936720961971e+17	1.108378906422946e+17	1.5664236438034107e+18	4.0251727636138583e+18	1.4003911238068656e+19
spectra_logzz_7.0_teff_325.0_grav_100.0_mh_0.0_co_1.5.nc	4.0	325.0	0.0	1.5	7.0	chemeq	2.557793661879611e-09	Y2	2.162185905834707e+19	1.7722600285976136e+19	3.0821739046744138e+19	3.6192172589769564e+19	4.612894415370618e+19	3.2110858214578745e+19	nan	7.613857986109499e+17	nan	nan	1.121019447365674e+16	999343494071306.0	1.3745461368953037e+18	7.671616919735048e+16	7.62663204594287e+16	1.1497921305485774e+18	2.0619455094886643e+18	6.388533636495385e+18
spectra_logzz_8.0_teff_325.0_grav_178.0_mh_0.0_co_0.5.nc	4.250420002308894	325.0	0.0	0.5	8.0	chemeq	2.4382388999730725e-09	Y2	2.7446666274009174e+19	2.0558106778884006e+19	3.0565568699865616e+19	3.3031613785499984e+19	4.2563820910435066e+19	3.83324824447608e+19	nan	1.1328674724412439e+18	nan	nan	1.1109176011689958e+16	1161445559953417.8	2.0491072566292838e+18	7.219722636833989e+16	7.269998711142685e+16	1.0568373752576695e+18	2.8789305990773965e+18	1.0231526362311987e+19
spectra_logzz_9.0_teff_275.0_grav_1000.0_mh_0.0_co_1.5.nc	5.0	275.0	0.0	1.5	9.0	chemeq	1.9510506952646416e-09	Y2	8.150510084809218e+18	5.371866957485118e+18	6.362819713501416e+18	5.698142864351588e+18	8.964804432292156e+18	9.824218490762609e+18	nan	7.839601206618907e+17	nan	nan	1.868128848782305e+16	2025303619490766.5	1.413050048718059e+18	1.1466994034963141e+17	1.1680705294269962e+17	1.1311154263792017e+18	2.2984551003955185e+18	5.929944582424579e+18
spectra_logzz_9.0_teff_325.0_grav_17.0_mh_0.0_co_2.5.nc	3.230448921378274	325.0	0.0	2.5	9.0	chemeq	2.768386230752026e-09	Y2	9.661852850754638e+18	8.6802787084272e+18	1.7274903252176273e+19	2.1498641448809665e+19	2.6870006164233986e+19	1.6329295997390033e+19	nan	2.1834737664694314e+17	nan	nan	4874768644104944.0	541726943306622.25	3.9381120072237203e+17	3.0510309399319156e+16	3.0657940203988936e+16	4.6131651463849344e+17	5.779780449370176e+17	1.7448623179165373e+18
spectra_logzz_7.0_teff_325.0_grav_17.0_mh_0.0_co_2.5.nc	3.230448921378274	325.0	0.0	2.5	7.0	chemeq	2.768386230752026e-09	Y2	8.840626124418672e+18	7.984086244693896e+18	1.5703898754493647e+19	1.94380290617266e+19	2.4507736797816873e+19	1.5128445843965338e+19	nan	1.9999163005709002e+17	nan	nan	4849260880962691.0	539288053779843.4	3.605791502442198e+17	3.02174542702895e+16	3.0458616030805148e+16	4.379004341195024e+17	5.3141912703592806e+17	1.5689135480986286e+18
